conv_id,turn_id,maxscq,num_terms
hobby_level1_dial4,3,73.74553767545126,6
hobby_level1_dial4,4,73.88679815885193,6
hobby_level1_dial4,5,56.99882276212627,4
hobby_level1_dial4,6,56.99882276212627,5
hobby_level1_dial4,7,56.27276374275878,5
hobby_level3_dial9,1,73.99855730138688,10
hobby_level3_dial9,2,62.33209136543416,10
hobby_level3_dial9,3,72.34706900385615,8
hobby_level3_dial19,1,0.0,2
hobby_level3_dial19,2,54.072889220552575,6
hobby_level3_dial19,3,43.06168864141784,3
hobby_level3_dial19,4,70.53918449820948,7
hobby_level3_dial19,5,42.65196230388717,3
hobby_level3_dial19,6,70.53918449820948,9
hobby_level3_dial19,7,52.65483932122371,7
hobby_level2_dial26,1,74.7250864989101,6
hobby_level2_dial26,2,74.7250864989101,7
hobby_level2_dial26,3,68.71563267241036,8
hobby_level2_dial26,4,74.7250864989101,7
hobby_level2_dial26,5,74.7250864989101,6
hobby_level2_dial26,6,74.58924149551174,12
food_level2_dial2,1,72.81842985561022,7
food_level2_dial2,2,58.85956376097162,5
food_level2_dial2,3,62.64657230035192,5
food_level2_dial2,4,58.85956376097162,4
food_level2_dial2,5,58.85956376097162,4
food_level2_dial2,6,68.60482098647616,9
hobby_level2_dial27,1,75.36612300543413,7
hobby_level2_dial27,2,58.75134296403861,6
hobby_level2_dial27,3,75.36612300543413,7
hobby_level2_dial27,4,78.50590198257785,8
hobby_level2_dial27,5,70.87433094528369,7
hobby_level2_dial27,6,70.1320772304158,3
food_level1_dial20,1,73.88679815885193,7
food_level1_dial20,2,62.00464890985314,7
food_level1_dial20,3,62.00464890985314,6
food_level1_dial20,4,62.00464890985314,7
food_level1_dial20,5,69.08994224480914,7
food_level1_dial20,6,73.88679815885193,6
hobby_level3_dial2,1,74.36821232879164,5
hobby_level3_dial2,2,74.36821232879164,4
hobby_level3_dial2,3,74.44201806501377,8
hobby_level3_dial2,4,66.892114349004,5
hobby_level3_dial2,5,74.44201806501377,11
hobby_level3_dial2,6,74.41475364894332,9
