conv_id,turn_id,num_unique_titles,num_retrieved_documents
6222239487581508192,1,100,100
-4073933669311517629,1,100,100
-6908368417217437392,1,100,100
-5745718462107391224,1,100,100
-6926705067608220856,1,100,100
2556631031161412096,1,100,100
-3670449862561218426,1,100,100
-4158540590071541134,1,100,100
8408137949419599602,1,100,100
-154511823363659191,1,100,100
-2260205477130802685,1,100,100
-6347638154514327891,1,100,100
-7153672485647664375,1,100,100
-4834133806959737682,1,100,100
2272027691576461055,1,100,100
-8964011657154197763,1,100,100
4428121242230328429,1,100,100
2491418540875603811,1,100,100
4192353466802440875,1,100,100
4239719071441997924,1,100,100
4718924840254759798,1,100,100
-7243917158975056730,1,100,100
8365177082935466563,1,100,100
8699143574116535149,1,100,100
-2008440065966912533,1,100,100
8743246259919026025,1,100,100
6738295631326200775,1,100,100
5695911103355342757,1,100,100
-2163520346586498289,1,100,100
-7812770382655146575,1,100,100
-4008064114384973136,1,100,100
-5133189621681393562,1,100,100
1052987675626316487,1,100,100
-8176208361136098208,1,100,100
8216065004365011983,1,100,100
-5733752445365906910,1,100,100
5872945032257549184,1,100,100
5749050112144166938,1,100,100
4753267486498862578,1,100,100
-2015931474570027243,1,100,100
-8005314242327410902,1,100,100
4734023406526524338,1,100,100
-6028352653546169440,1,100,100
-1250582699647840432,1,100,100
3531651340010651584,1,100,100
-6794206758618071452,1,100,100
-8192646106111661698,1,100,100
1550536638193486264,1,100,100
-2403491907098443334,1,100,100
-5698780535658983262,1,100,100
2541205778825518538,1,100,100
7124306632635638355,1,100,100
-2676006878872234825,1,100,100
-7766066356250343284,1,100,100
-9120454368606291508,1,100,100
5941993805605944580,1,100,100
3650375094216209716,1,100,100
5258009898231552216,1,100,100
-7826614367515635988,1,100,100
541651876595933304,1,100,100
3532207961110934268,1,100,100
1876105521959909623,1,100,100
-3333930775401570923,1,100,100
-3141165455764401367,1,100,100
1517060875644077408,1,100,100
5022116677214895173,1,100,100
8020444682797008918,1,100,100
6422276835862236350,1,100,100
-5867507943020059950,1,100,100
-4311488014964685387,1,100,100
-8969901079682791287,1,100,100
-4430595722659020506,1,100,100
-1929181384635623387,1,100,100
-8397979855943795667,1,100,100
-6993529527570569643,1,100,100
3357126752446835678,1,100,100
-1747346614645377389,1,100,100
-1154238807322186506,1,100,100
8849130723854267592,1,100,100
7145382743337780487,1,100,100
-9103998096640172955,1,100,100
284685280755182271,1,100,100
-7138079916714823371,1,100,100
397300675347427316,1,100,100
-8924081796088162690,1,100,100
-8127735904782118219,1,100,100
1788376579913394563,1,100,100
-1104608212948919154,1,100,100
7391126470541357472,1,100,100
-7242822996990581762,1,100,100
8033165278091535801,1,100,100
8745052373984710683,1,100,100
392849916781818535,1,100,100
3287651535783181303,1,100,100
-6931804958531305376,1,100,100
-1251673011219942488,1,100,100
8817572651487912305,1,100,100
4187181597746259944,1,100,100
2747706619548410665,1,100,100
839812262251906585,1,100,100
3193054441385076875,1,100,100
8457740948472265475,1,100,100
2720265522889975528,1,100,100
-2613670202354250500,1,100,100
-6709045261261955380,1,100,100
7676455493043103124,1,100,100
4391065949393269381,1,100,100
-7928360605583181276,1,100,100
-6751507633059738963,1,100,100
-5680500187726731029,1,100,100
-4286155117006218583,1,100,100
-8959715344978014250,1,100,100
-5328526690871248003,1,100,100
-2498325617028772044,1,100,100
-6681997980074150658,1,100,100
-3502165696773025882,1,100,100
5617104651113865735,1,100,100
5717250008263977065,1,100,100
-3553913336321961142,1,100,100
-868168087212494815,1,100,100
5363981158624118032,1,100,100
7023418763636780283,1,100,100
-1395261967414246142,1,100,100
-466077067195278892,1,100,100
163584850516751107,1,100,100
3656799760196536265,1,100,100
983405290827081570,1,100,100
-2318200129963146333,1,100,100
2351329757515307772,1,100,100
1288274505724661780,1,100,100
4082525283250127454,1,100,100
5292016650690725759,1,100,100
-2270089407617242430,1,100,100
771453168413733394,1,100,100
2591239276337224807,1,100,100
8418122058358660019,1,100,100
6557909981127645471,1,100,100
1011798825219278761,1,100,100
-9218528451828631837,1,100,100
4253944111403544222,1,100,100
846127293537576119,1,100,100
-424596529912074646,1,100,100
-5835396747421019106,1,100,100
-2562176312716264342,1,100,100
-3857791602197870808,1,100,100
-5600810184605609967,1,100,100
-9011704465808704608,1,100,100
8997509467244748582,1,100,100
1180863749830234718,1,100,100
-2827559621701104707,1,100,100
-3652456346988708411,1,100,100
-8022381752331997207,1,100,100
-5667756417176317691,1,100,100
-5502105755025693382,1,100,100
3271515221040982454,1,100,100
3192576270251768374,1,100,100
5864594788830828872,1,100,100
8645733928295478060,1,100,100
4956074148445895971,1,100,100
2582573423526782272,1,100,100
-5408763339905752083,1,100,100
-8952715644889930918,1,100,100
7196799949516180031,1,100,100
7767215088655163951,1,100,100
